id,nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,citado,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,departamento
559,Wilson Arley Martinez,Martinez W.,57226720813,9-s2.0-57226720813,"",1,19/08/2021,0,0,0,2,new,Physics and Astronomy (miscellaneous),2021-2021,Universidad del Cauca,Department of Mathematics
560,Marlon Manuel Cuetocue Petins,Petins M.,57226687553,9-s2.0-57226687553,"",1,18/08/2021,0,0,0,3,new,"Waste Management and Disposal, Chemical Engineering (miscellaneous), Process Chemistry and Technology, Pollution",2021-2021,Universidad del Cauca,""
561,Mayra Solarte Montoya,Montoya M.,57226487794,9-s2.0-57226487794,"",1,08/08/2021,1,1,1,6,new,"Fluid Flow and Transfer Processes, Computer Science Applications, Engineering (all), Materials Science (all), Instrumentation, Process Chemistry and Technology",2021-2021,Universidad del Cauca,Departamento de Telemática
562,Leidy Casilimas,Casilimas L.,57226466153,9-s2.0-57226466153,"",1,08/08/2021,1,1,1,6,new,"Instrumentation, Materials Science (all), Engineering (all), Computer Science Applications, Fluid Flow and Transfer Processes, Process Chemistry and Technology",2021-2021,Universidad del Cauca,Departamento de Telemática
563,John Jairo Riascos-Melo,Riascos-Melo J.,57226442070,9-s2.0-57226442070,"",1,06/08/2021,0,0,0,4,new,Medicine (all),2021-2021,Universidad del Cauca,Department of Obstetrics and Gynecology
564,Yenny Cristina González-Dagua,González-Dagua Y.,57226439122,9-s2.0-57226439122,"",1,06/08/2021,0,0,0,4,new,Medicine (all),2021-2021,Universidad del Cauca,Department of Obstetrics and Gynecology
565,Socorro Andrea España-Dorado,España-Dorado S.,57226435553,9-s2.0-57226435553,"",1,06/08/2021,0,0,0,4,new,Medicine (all),2021-2021,Universidad del Cauca,Department of Obstetrics and Gynecology
566,Anghie Prado Mejía,Prado Mejía A.,57226418230,9-s2.0-57226418230,"",1,05/08/2021,0,0,0,1,new,Multidisciplinary,2021-2021,Universidad del Cauca,""
567,César A. Collazosc,Collazosc C.,57226315428,9-s2.0-57226315428,"",1,01/08/2021,14,14,1,3,new,"Computer Science Applications, Education",2020-2020,Universidad del Cauca,""
568,Susana Molano,Molano S.,57226286930,9-s2.0-57226286930,"",1,01/08/2021,0,0,0,1,new,"Computer Science (all), Electrical and Electronic Engineering",2021-2021,Universidad del Cauca,Departamento de Teleco-municaciones de la
569,Andrés Felipe Villaquirán Hurtado,Hurtado A.,57226106067,9-s2.0-57226106067,"",1,27/07/2021,0,0,0,2,new,"Health (social science), Physical Therapy, Sports Therapy and Rehabilitation",2021-2021,Universidad del Cauca,Department of Physiotherapy
570,Jorge Moreno,Moreno J.,57225823169,9-s2.0-57225823169,"",1,20/07/2021,0,0,0,3,new,"Information Systems, Computer Science Applications",2005-2005,Universidad del Cauca,Information Technology Research Group (GTI)
571,A. M. Fernandez,Fernandez A.,57225818596,9-s2.0-57225818596,"",1,20/07/2021,4,4,1,3,new,"Mechanics of Materials, Ceramics and Composites, Industrial and Manufacturing Engineering",2008-2008,Universidad del Cauca,Grupo de Ciencia y Tecnología de Materiales Cerámicos (CYTEMAC)
572,Lina García,García L.,57225789264,9-s2.0-57225789264,"",1,20/07/2021,0,0,0,7,new,"Biotechnology, Waste Management and Disposal, Chemical Engineering (all), Organic Chemistry, Renewable Energy, Sustainability and the Environment, Pollution, Inorganic Chemistry, Fuel Technology",2021-2021,"Universidad del Cauca, Consejo Nacional de Investigaciones Científicas y Técnicas","Departamento de Ingeniería Ambiental,  "
573,Cristian Alberto Olaya Márquez,Márquez C.,57225695462,9-s2.0-57225695462,"",1,20/07/2021,1,1,1,2,new,"Control and Systems Engineering, Computer Science (all)",2014-2014,Universidad del Cauca,""
574,Andrés Martin Mellizo Gaviria,Gaviria A.,57225683803,9-s2.0-57225683803,"",1,20/07/2021,0,0,0,5,new,Obstetrics and Gynecology,2020-2020,Universidad del Cauca,""
575,Leydy Muñoz,Muñoz L.,57225439033,9-s2.0-57225439033,"",1,16/07/2021,6,6,1,4,new,"Computer Science (all), Theoretical Computer Science",2012-2012,Universidad del Cauca,Department of Computer Science
576,Tomás Zamora,Zamora T.,57225375440,9-s2.0-57225375440,"",1,16/07/2021,1,1,1,1,new,Medicine (all),1999-1999,Universidad del Cauca,Departamento de Medicina Interna y Neurología Clínica
577,Jarvein Rivera,Rivera J.,57225298912,9-s2.0-57225298912,"",1,16/07/2021,50,50,1,6,new,"Information Systems, Management Science and Operations Research, Media Technology, Library and Information Sciences, Computer Science Applications",2013-2013,Universidad del Cauca,Sector Tulcán Office 422 FIET
578,Gustavo Adolfo Ángel,Ángel G.,57225170321,9-s2.0-57225170321,"",1,14/07/2021,0,0,0,0,new,Medicine (all),2021-2021,Universidad del Cauca,Departamento Anestesiología
579,Luis Gutiérrez,Gutiérrez L.,57225108826,9-s2.0-57225108826,"",1,10/07/2021,0,0,0,4,new,"Sociology and Political Science, Law, Management, Monitoring, Policy and Law, Economics and Econometrics",2021-2021,Universidad del Cauca,Department of Chemistry
580,Ginary Lizeth Vargas González,Lizeth Vargas González G.,57225096590,9-s2.0-57225096590,"",1,10/07/2021,0,0,0,4,new,"Management, Monitoring, Policy and Law, Economics and Econometrics, Sociology and Political Science, Law",2021-2021,Universidad del Cauca,Department of Chemistry
581,Marcela Velasco Granados,Velasco Granados M.,57225089969,9-s2.0-57225089969,"",1,10/07/2021,0,0,0,4,new,"Management, Monitoring, Policy and Law, Law, Sociology and Political Science, Economics and Econometrics",2021-2021,Universidad del Cauca,Department of Chemistry
582,German Hernando Ruiz-Beltrán,Ruiz-Beltrán G.,57225082428,9-s2.0-57225082428,"",1,09/07/2021,0,0,0,6,new,Surgery,2021-2021,Universidad del Cauca,""
583,Lía Jasmín Jiménez,Jiménez L.,57225070786,9-s2.0-57225070786,"",1,09/07/2021,0,0,0,6,new,Surgery,2021-2021,Universidad del Cauca,""
584,Santiago Eduardo Pabón-Guerrero,Pabón-Guerrero S.,57225045712,9-s2.0-57225045712,"",1,08/07/2021,0,0,0,3,new,Engineering (all),2021-2021,Universidad del Cauca,Department of Chemistry
585,José Julio Tobar-Cifuentes,Tobar-Cifuentes J.,57224983752,9-s2.0-57224983752,"",1,02/07/2021,0,0,0,3,new,Engineering (all),2020-2020,Universidad del Cauca,""
586,Leonairo Pencue-Fierro,Pencue-Fierro L.,57224982839,9-s2.0-57224982839,"",1,02/07/2021,0,0,0,2,new,Engineering (all),2020-2020,Universidad del Cauca,""
587,Tania Guadalupe Cañizares-Hernández,Cañizares-Hernández T.,57224981970,9-s2.0-57224981970,"",1,02/07/2021,0,0,0,2,new,Engineering (all),2020-2020,Universidad del Cauca,""
588,Miguel Alexis Solano-Jiménez,Solano-Jiménez M.,57224981665,9-s2.0-57224981665,"",1,02/07/2021,0,0,0,3,new,Engineering (all),2020-2020,Universidad del Cauca,""
593,Cesar Munoz-Ausecha,Munoz-Ausecha C.,57224937119,9-s2.0-57224937119,"",1,30/06/2021,4,4,1,2,new,"Theoretical Computer Science, Modeling and Simulation, Applied Mathematics, Computer Science (all)",2021-2021,Universidad del Cauca,Telematics Engineering Department
594,Mildred Alejandra Ortiz,Ortiz M.,57224934664,9-s2.0-57224934664,"",1,30/06/2021,0,0,0,1,new,"Conservation, Museology",2021-2021,Universidad del Cauca,Reserva Natural de la Sociedad Civil Paway
595,Yulli Tamayo-Vélez,Tamayo-Vélez Y.,57224919388,9-s2.0-57224919388,"",1,30/06/2021,0,0,0,1,new,"Museology, Conservation",2021-2021,Universidad del Cauca,""
596,Marco Mosquera,Mosquera M.,57224636229,9-s2.0-57224636229,"",1,22/06/2021,0,0,0,4,update,"Chemistry (all), Chemical Engineering (all)",2021-2021,Universidad del Cauca,""
597,Daniela Lagos,Lagos D.,57224511045,9-s2.0-57224511045,"",1,17/06/2021,0,0,0,3,new,Surgery,2021-2021,Universidad del Cauca,Programa de Medicina
598,Jorge A. Herrera,Herrera J.,57224509960,9-s2.0-57224509960,"",1,17/06/2021,0,0,0,3,new,Surgery,2021-2021,Universidad del Cauca,""
599,Nicolas Solano-Arboleda,Solano-Arboleda N.,57224500836,9-s2.0-57224500836,"",1,17/06/2021,0,0,0,1,new,Surgery,2021-2021,Universidad del Cauca,""
600,Ángela Lucia Pantoja Matta,Matta Á.,57224400351,9-s2.0-57224400351,"",1,15/06/2021,1,1,1,25,new,"Water Science and Technology, Aquatic Science",2021-2021,Universidad del Cauca,""
601,Amanda Lucía Fernández,Fernández A.,57224176221,9-s2.0-57224176221,"",1,08/06/2021,0,0,0,3,new,"Geography, Planning and Development, Development, Demography",2021-2021,Universidad del Cauca,""
602,Ana María Betancourt Ledezma,Ledezma A.,57224073702,9-s2.0-57224073702,"",1,05/06/2021,0,0,0,2,new,"Social Psychology, Law, Sociology and Political Science, Social Sciences (miscellaneous), Arts and Humanities (miscellaneous)",2020-2020,Universidad del Cauca,Departamento de Ciencia Política
603,Gildardo Vanegas Muñoz,Muñoz G.,57224070442,9-s2.0-57224070442,"",1,05/06/2021,0,0,0,2,new,"Social Sciences (miscellaneous), Sociology and Political Science, Social Psychology, Law, Arts and Humanities (miscellaneous)",2020-2020,Universidad del Cauca,Departamento de Ciencia Política
604,Karen Viviana Chate García,Chate García K.,57224067807,9-s2.0-57224067807,"",1,04/06/2021,9,9,1,2,new,"Signal Processing, Control and Systems Engineering, Computer Networks and Communications",2017-2017,Universidad del Cauca,""
605,Oscar Eduardo Prado Ramírez,Prado Ramírez O.,57224065245,9-s2.0-57224065245,"",1,04/06/2021,9,9,1,2,new,"Computer Networks and Communications, Control and Systems Engineering, Signal Processing",2017-2017,Universidad del Cauca,""
606,Maria Consuelo Chaves-Periaranda,Chaves-Periaranda M.,57223937632,9-s2.0-57223937632,"",1,31/05/2021,0,0,0,2,new,"Health Policy, Public Health, Environmental and Occupational Health, Health Information Management, Epidemiology",2020-2020,Universidad del Cauca,Audiologa
607,Claudia Ximena Campo-Canar,Campo-Canar C.,57223926596,9-s2.0-57223926596,"",1,31/05/2021,0,0,0,2,new,"Public Health, Environmental and Occupational Health, Health Information Management, Epidemiology, Health Policy",2020-2020,Universidad del Cauca,Audiologa
608,Edgar Dulce,Dulce E.,57223914578,9-s2.0-57223914578,"",1,31/05/2021,0,0,0,1,new,"Biomedical Engineering, Biotechnology, Bioengineering, Applied Microbiology and Biotechnology",2021-2021,"Universidad Nacional Abierta, Universidad del Cauca"," ,  "
609,Manuel E. Ardila-Quiñones,Ardila-Quiñones M.,57223899731,9-s2.0-57223899731,"",1,30/05/2021,0,0,0,3,update,"Medicine (all), Family Practice",2021-2021,Universidad del Cauca,Departamento de Medicina Social y Salud Familiar
610,Raquel Amalia Velez Tobar,Tobar R.,57223860132,9-s2.0-57223860132,"",1,30/05/2021,1,1,1,2,new,"Orthopedics and Sports Medicine, Physical Therapy, Sports Therapy and Rehabilitation, Education",2021-2021,Universidad del Cauca,""
611,Efrain Alirio Rojas Galvis,Galvis E.,57223859759,9-s2.0-57223859759,"",1,30/05/2021,1,1,1,2,new,"Orthopedics and Sports Medicine, Education, Physical Therapy, Sports Therapy and Rehabilitation",2021-2021,Universidad del Cauca,""
612,C. Ararat,Ararat C.,57223723279,9-s2.0-57223723279,"",1,27/05/2021,13,13,1,2,new,"Ceramics and Composites, Mechanics of Materials, Industrial and Manufacturing Engineering",2005-2005,Universidad del Cauca,Grupo CYTEMAC
613,Julián Enciso,Enciso J.,57223695002,9-s2.0-57223695002,"",1,26/05/2021,0,0,0,6,new,Chemistry (all),2021-2021,Universidad del Cauca,Department of Chemistry
614,Cristian Miranda,Miranda C.,57223679577,9-s2.0-57223679577,"",1,26/05/2021,0,0,0,6,new,Chemistry (all),2021-2021,Universidad del Cauca,Department of Chemistry
615,Juan Villavicencio,Villavicencio J.,57223404689,9-s2.0-57223404689,"",1,20/05/2021,0,0,0,4,new,Chemistry (all),2021-2021,Universidad del Cauca,Grupo de Investigación Química de Productos Naturales
616,Arciniegas Herrera Jose Luis,Luis A.,57223373992,9-s2.0-57223373992,"",1,19/05/2021,0,0,0,4,new,"Ceramics and Composites, Condensed Matter Physics",2021-2021,Universidad del Cauca,Departamento de Telemática
617,Chito Trujillo Diana,Diana C.,57223365712,9-s2.0-57223365712,"",1,19/05/2021,0,0,0,4,new,"Ceramics and Composites, Condensed Matter Physics",2021-2021,Universidad del Cauca,Exactas y de la Educación
618,Molano Tobar Nancy Janneth,Janneth M.,57223365664,9-s2.0-57223365664,"",1,19/05/2021,0,0,0,4,new,"Ceramics and Composites, Condensed Matter Physics",2021-2021,Universidad del Cauca,Exactas y de la Educación
619,Hoyos Saavedra Olga Lucía,Lucía H.,57223358841,9-s2.0-57223358841,"",1,19/05/2021,0,0,0,4,new,"Ceramics and Composites, Condensed Matter Physics",2021-2021,Universidad del Cauca,Exactas y de la Educación
620,David Fernando Daza Urbano,Urbano D.,57223344379,9-s2.0-57223344379,"",1,18/05/2021,1,1,1,2,new,"Materials Science (all), Engineering (all), Computer Science (all)",2021-2021,Universidad del Cauca,Department of Mathematics
621,Juan Pablo Martínez Pulido,Pulido J.,57223306742,9-s2.0-57223306742,"",1,17/05/2021,0,0,0,2,new,Computer Science (all),2021-2021,"Centro de desarrollo tecnológico CREATIC, Universidad del Cauca"," ,  "
622,Diego Mauricio López Guitierrez,Guitierrez D.,57223272603,9-s2.0-57223272603,"",1,17/05/2021,0,0,0,2,new,Computer Science (all),2021-2021,Universidad del Cauca,""
623,Roberto Del Castillo,Castillo R.,57223246304,9-s2.0-57223246304,"",1,15/05/2021,1,1,1,4,new,"Condensed Matter Physics, Ceramics and Composites",2021-2021,Universidad del Cauca,Department of Chemistry
624,Andrea C. Aguilar,Aguilar A.,57223198589,9-s2.0-57223198589,"",1,14/05/2021,0,0,0,2,new,"Water Science and Technology, Environmental Chemistry, Global and Planetary Change, Pollution, Soil Science, Earth-Surface Processes, Geology",2021-2021,Universidad del Cauca,Electronics and Telecommunication Faculty
625,David Escobar Valencia,Valencia D.,57223125930,9-s2.0-57223125930,"",1,07/05/2021,0,0,0,3,new,Engineering (all),2021-2021,Universidad del Cauca,"Departamento de Electrónica, Instrumentación y Control"
626,Daniel Valencia,Valencia D.,57222981833,9-s2.0-57222981833,"",1,23/04/2021,0,0,0,2,new,"Electrical and Electronic Engineering, Computer Science (all)",2020-2020,Universidad del Cauca,""
627,Francisco Enriquez,Enriquez F.,57222980553,9-s2.0-57222980553,"",1,23/04/2021,0,0,0,2,new,"Electrical and Electronic Engineering, Computer Science (all)",2020-2020,Universidad del Cauca,""
628,S. Alex Jhonier Imbachí,Imbachí S.,57222671620,9-s2.0-57222671620,"",1,11/04/2021,0,0,0,2,new,Rheumatology,2021-2021,Universidad del Cauca,Department of Internal Medicine
629,Daniela Alejandra Solarte,Solarte D.,57222528125,9-s2.0-57222528125,"",1,30/03/2021,1,1,1,4,new,"Microbiology, Health (social science), Health Professions  (miscellaneous), Food Science, Plant Science",2021-2021,Universidad del Cauca,Calidad Medioambiental y Seguridad Agroalimentaria (BICAMSA)
630,Isabel López Pito,Pito I.,57222509783,9-s2.0-57222509783,"",1,27/03/2021,0,0,0,2,update,Law,2021-2021,Universidad del Cauca,""
631,Pablo Castro Quintero,Quintero P.,57222506735,9-s2.0-57222506735,"",1,27/03/2021,0,0,0,2,update,Law,2021-2021,Universidad del Cauca,""
632,Sebastian Camayo Ortiz,Ortiz S.,57222504795,9-s2.0-57222504795,0000-0001-7801-3184,1,27/03/2021,0,0,0,2,update,Law,2021-2021,Universidad del Cauca,""
633,Yennifer Usuriaga,Usuriaga Y.,57222384677,9-s2.0-57222384677,"",1,20/03/2021,0,0,0,4,new,Food Science,2021-2021,Universidad del Cauca,Department of Chemistry
634,Laura Daniela Ordierez Zúñiga,Zúñiga L.,57222321225,9-s2.0-57222321225,"",1,16/03/2021,0,0,0,2,update,"Acoustics and Ultrasonics, Radiological and Ultrasound Technology, Biophysics",2021-2021,Universidad del Cauca,Grupo de Automática Industrial
635,Beatriz Eugenia Bastidas,Bastidas B.,57222260752,9-s2.0-57222260752,"",1,11/03/2021,0,0,0,4,new,Gastroenterology,2020-2020,Universidad del Cauca,Especialista en Salud Familiar
636,Angela Rodriguez-Vivas,Rodriguez-Vivas A.,57222224472,9-s2.0-57222224472,"",1,09/03/2021,0,0,0,4,update,"Instrumentation, Analytical Chemistry, Information Systems, Atomic and Molecular Physics, and Optics, Biochemistry, Electrical and Electronic Engineering",2021-2021,Universidad del Cauca,Telematics Department
637,Olga Lucía Hoyos-Saavedra,Hoyos-Saavedra O.,57222154748,9-s2.0-57222154748,"",1,04/03/2021,0,0,0,4,update,"Materials Chemistry, Polymers and Plastics",2021-2021,Universidad del Cauca,Department of Chemistry
638,Maicol Leandro Pérez-Urbano,Pérez-Urbano M.,57222150218,9-s2.0-57222150218,"",1,04/03/2021,0,0,0,4,update,"Polymers and Plastics, Materials Chemistry",2021-2021,Universidad del Cauca,Department of Chemistry
639,Roberto C. Uribe,Uribe R.,57222144665,9-s2.0-57222144665,"",1,03/03/2021,0,0,0,3,new,Computer Science (all),2020-2020,Universidad del Cauca,""
640,Jhon Alejandro Melo Zúñiga,Zúñiga J.,57222143465,9-s2.0-57222143465,"",1,03/03/2021,0,0,0,3,new,Computer Science (all),2020-2020,Universidad del Cauca,Facultad de Ingeniería Electrónica y Telecomunicaciones
641,César D. Martínez,Martínez C.,57222142681,9-s2.0-57222142681,"",1,03/03/2021,0,0,0,3,new,Computer Science (all),2020-2020,Universidad del Cauca,""
642,Miguel Morcillo,Morcillo M.,57222141034,9-s2.0-57222141034,"",1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,Grupo de Investigación GTI
643,Jesús Rodrigo Navia-Rodríguez,Navia-Rodríguez J.,57222139305,9-s2.0-57222139305,"",1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,Grupo de I+D en Tecnologías de la Información (GTI)
644,Miguel Ángel Niño Zambrano,Zambrano M.,57222136147,9-s2.0-57222136147,"",1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,""
645,Juan Manuel Díaz C,Díaz C J.,57222135450,9-s2.0-57222135450,"",1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,""
