nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,documentos_citados,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,affil_id,departamento
Carlos Julián Llantén,Llantén C.,36010749900,9-s2.0-36010749900,,1,21/05/2010,9,9,1,3,update,Engineering (all),2009-2009,Universidad del Cauca,108584377,Grupo de investigación y desarrollo en ingeniería de Software
Olver B. Quijano-Valencia,Quijano-Valencia O.,56413017600,9-s2.0-56413017600,0000-0002-1604-3465,1,25/11/2014,0,0,0,0,update,Social Sciences (all),2014-2014,Universidad del Cauca,60051434,
Isabel Del Socorro Bravo Realpe,Realpe I.,56175298600,9-s2.0-56175298600,,1,05/06/2014,8,8,1,2,update,"Soil Science, Agronomy and Crop Science",2014-2014,Universidad del Cauca,104717528,Department of Chemistry
Juan M.López Meza,Meza J.,57218554501,9-s2.0-57218554501,,1,24/08/2020,2,2,1,5,new,"Education, Computer Science (all)",2020-2020,Universidad del Cauca,104717554,Telematics Department
Eduard Alberto Pino,Pino E.,57215317995,9-s2.0-57215317995,,1,08/03/2020,0,0,0,3,new,"Renewable Energy, Sustainability and the Environment, Surfaces, Coatings and Films, Electrical and Electronic Engineering, Agronomy and Crop Science, Metals and Alloys, Electronic, Optical and Magnetic Materials, Ecology, Energy Engineering and Power Technology",2019-2019,Fundacion Universitaria de Popayán,123794581,Ingeniería Industrial
Diana María Chito-Trujillo,Chito-Trujillo D.,35223058000,9-s2.0-35223058000,0000-0003-2163-6561,16,27/12/2009,125,162,7,33,update,"Food Science, Public Health, Environmental and Occupational Health, Analytical Chemistry, Electrochemistry, Condensed Matter Physics, Environmental Chemistry, Microbiology, Environmental Engineering, Clinical Biochemistry, Nutrition and Dietetics, Pollution, Ceramics and Composites, Chemical Engineering (all), Waste Management and Disposal, Health Professions  (miscellaneous), Biochemistry, Chemistry (all), Safety, Risk, Reliability and Quality, Health (social science), Industrial and Manufacturing Engineering, Plant Science, Agricultural and Biological Sciences (all)",2010-2021,Universidad del Cauca,60051434,
L. F. Zemanate Bolaños,Zemanate Bolaños L.,57205141870,9-s2.0-57205141870,,1,25/12/2018,1,1,1,4,new,"Physical Therapy, Sports Therapy and Rehabilitation",2018-2018,Universidad del Cauca,121847388,Programa de Fisioterapia
Javier D. Maya,Maya J.,57193909123,9-s2.0-57193909123,,1,22/04/2017,0,0,0,2,update,"Endocrinology, Diabetes and Metabolism, Endocrinology",2016-2016,Universidad del Cauca,104717536,Department of Pediatrics
Viviana Molano,Molano V.,56488079400,9-s2.0-56488079400,,1,28/01/2015,1,1,1,4,update,"Theoretical Computer Science, Computer Science (all)",2014-2014,Universidad del Cauca,112027538,Department of Computer Science
Eliana Zemanate,Zemanate E.,57218656694,9-s2.0-57218656694,,4,01/09/2020,96,98,3,172,update,"Infectious Diseases, Multidisciplinary, Pediatrics, Perinatology and Child Health, Microbiology (medical)",2020-2021,"BACON, Red Colaborativa Pediátrica de Latinoamérica (LARed Network), Hospital Susana López de Valencia","127752089, 127751945, 117723547"," ,  ,  "
Jesús Eduardo Bravo-Gómez,Bravo-Gómez J.,57212493429,9-s2.0-57212493429,0000-0001-6462-3512,8,27/12/2019,31,42,3,14,update,"Food Science, Global and Planetary Change, Health Professions  (miscellaneous), Ecology, Evolution, Behavior and Systematics, Ecology, Health (social science), Horticulture, Microbiology, Plant Science, Agronomy and Crop Science, Management, Monitoring, Policy and Law",2020-2022,Universidad del Cauca,104717562,Departamento de Agroindustria
E. Matallana,Matallana E.,57222402033,9-s2.0-57222402033,,2,21/03/2021,37,37,2,4,new,"Electronic, Optical and Magnetic Materials, Analytical Chemistry, Chemical Engineering (all), Condensed Matter Physics, Electrochemistry",2000-2001,Universidad del Cauca,60051434,
Edwar Javier Girón,Girón E.,57191619996,9-s2.0-57191619996,,4,28/10/2016,11,12,2,9,update,"Computer Science Applications, Hardware and Architecture, Computer Networks and Communications, Artificial Intelligence, Information Systems, Engineering (all), Control and Optimization, Modeling and Simulation, Control and Systems Engineering, Statistics and Probability, Computer Science (all)",2016-2021,Universidad del Cauca,104717561,Grupo de Ingeniería Telemática
Román Ospina,Ospina R.,57410166200,9-s2.0-57410166200,,2,19/01/2022,1,1,1,7,update,"Forestry, Ecology, Ecology, Evolution, Behavior and Systematics",2021-2022,Universidad del Cauca,117222813,Facultad de Ciencias Agrarias
Orlando Rodriguez,Rodriguez O.,55571526100,9-s2.0-55571526100,,1,06/02/2013,61,61,1,6,update,"Management Science and Operations Research, Computer Science Applications, Media Technology, Information Systems, Library and Information Sciences",2013-2013,Universidad del Cauca,104717531,Department of Mathematics
Santiago Ayerbe,Ayerbe S.,56084564900,9-s2.0-56084564900,,5,06/04/2014,51,59,4,18,update,"Infectious Diseases, Public Health, Environmental and Occupational Health, Biochemistry, Genetics and Molecular Biology (all), Biochemistry, Agricultural and Biological Sciences (all), Medicine (all), Biophysics, Pharmacology, Toxicology and Pharmaceutics (all)",2014-2021,Universidad del Cauca,110043908,Exactas y de la Educación
Elizabeth Castillo Guzmán,Guzmán E.,57215415446,9-s2.0-57215415446,,3,12/03/2020,1,1,1,3,update,"Education, Social Sciences (miscellaneous), Cultural Studies, Literature and Literary Theory, Anthropology, Psychology (miscellaneous), Philosophy",2019-2022,Universidad del Cauca,123992968,Departamento de Estudios Interculturales
Mayra A.V. Reyes,Reyes M.,56085057000,9-s2.0-56085057000,0000-0002-1616-6473,3,06/04/2014,4,4,1,26,update,"Cell Biology, Neuroscience (all), Pharmacology, Toxicology and Pharmaceutics (all), Gastroenterology, Medicine (all), Biophysics, Immunology, Biochemistry, Physiology, Pediatrics, Perinatology and Child Health",2018-2019,Universidad del Cauca,60051434,
Manuelita Ortiz,Ortiz M.,57196488334,9-s2.0-57196488334,,1,17/11/2017,7,7,1,2,update,Obstetrics and Gynecology,2009-2009,Universidad del Cauca,104717546,Facultad de Ciencias de la Salud
Rodolfo L. Casas-P,Casas-P R.,34167473100,9-s2.0-34167473100,,3,10/09/2009,14,14,3,6,update,Obstetrics and Gynecology,2009-2013,Universidad del Cauca,104717535,Department of Obstetrics and Gynecology
Yeni Arroyave Guerrero,Guerrero Y.,57219695590,9-s2.0-57219695590,,1,06/11/2020,0,0,0,2,new,"Surgery, Gastroenterology",2020-2020,Universidad del Cauca,60051434,
Andrés José Castrillón-Muñoz,Castrillón-Muñoz A.,57209510030,9-s2.0-57209510030,0000-0001-7670-8847,3,02/07/2019,16,35,3,3,update,"Agricultural and Biological Sciences (all), Food Science, Industrial and Manufacturing Engineering, Tourism, Leisure and Hospitality Management, Multidisciplinary, Strategy and Management, Chemical Engineering (all), Economics and Econometrics, Geotechnical Engineering and Engineering Geology, Business, Management and Accounting (all), Chemistry (all), Energy (all), Computer Science Applications, Management, Monitoring, Policy and Law, Materials Science (all), Computer Science (all), Management of Technology and Innovation",2019-2020,Universidad del Cauca,123146430,Departamento de Ciencias del Turismo
Juan David Munoz-Garzon,David Munoz-Garzon J.,57748320900,9-s2.0-57748320900,,1,24/06/2022,2,2,1,4,new,"Safety, Risk, Reliability and Quality, Hardware and Architecture, Software",2022-2022,Universidad del Cauca,105194737,IDIS Research Group
Andrea Salas,Salas A.,57201017045,9-s2.0-57201017045,,1,10/03/2018,0,0,0,6,update,"Pediatrics, Perinatology and Child Health",2015-2015,Universidad del Cauca,104717536,Department of Pediatrics
José Caiza-Caizabuano,Caiza-Caizabuano J.,57211624045,9-s2.0-57211624045,0000-0001-8304-492X,4,12/11/2019,2,2,1,15,update,"Computer Networks and Communications, Information Systems, Computer Science (all), Control and Systems Engineering",2019-2019,Institución Universitaria Colegio Mayor del Cauca,123616522,Facultad de Ingeniería
Yesid Ediver Anacona Mopan,Anacona Mopan Y.,57980073200,9-s2.0-57980073200,,2,29/11/2022,0,0,0,10,update,"Modeling and Simulation, Control and Systems Engineering, Software, Public Health, Environmental and Occupational Health, Health, Toxicology and Mutagenesis, Computer Networks and Communications, Information Systems and Management, Pollution",2022-2023,"Universidad del Valle, Cali, Corporación Universitaria Comfacauca","60066812, 127754098"," , Faculty of Engineering"
Bertha Leonor Guzmán-Salazar,Guzmán-Salazar B.,57221291975,9-s2.0-57221291975,,3,08/01/2021,5,5,1,5,update,"Public Health, Environmental and Occupational Health",2020-2022,Secretaría Departamental de Salud del Cauca,113883714,
Ángela María Merchán-Galvis,Merchán-Galvis Á.,55530756200,9-s2.0-55530756200,0000-0003-2375-5513,23,26/12/2012,70,73,5,134,update,"Infectious Diseases, Surgery, Radiology, Nuclear Medicine and Imaging, Anesthesiology and Pain Medicine, Oncology, Gastroenterology, Cardiology and Cardiovascular Medicine, Psychiatry and Mental Health, Gerontology, Orthopedics and Sports Medicine, Clinical Psychology, Cancer Research, Geriatrics and Gerontology, Emergency Medicine, Critical Care and Intensive Care Medicine, Rheumatology, Medicine (all), Critical Care Nursing, Health Policy, Parasitology, Pediatrics, Perinatology and Child Health, Emergency Nursing, Education",2013-2023,Universidad del Cauca,60051434,
Jhon J. Alvarez,Alvarez J.,57214025224,9-s2.0-57214025224,,2,29/01/2020,1,1,1,1,update,"Software, Mathematics (all), Computer Science (all)",2014-2018,Universidad del Cauca,104717572,Departamento de Sistemas
Martha Romero Rojas,Rojas M.,57205632385,9-s2.0-57205632385,,1,05/02/2019,0,0,0,1,new,"Condensed Matter Physics, Electrical and Electronic Engineering, Computational Mathematics, Chemistry (all), Materials Science (all)",2018-2018,Universidad del Cauca,104717531,Department of Mathematics
Cristian Felipe Correa Gallego,Gallego C.,57219603652,9-s2.0-57219603652,,1,31/10/2020,0,0,0,5,new,Anesthesiology and Pain Medicine,2020-2020,Hospital Universitario San José,101775869,
Hernando Vargas-Uricoechea,Vargas-Uricoechea H.,55966016600,9-s2.0-55966016600,,29,28/12/2013,276,286,9,97,update,"Physiology (medical), Microbiology (medical), Pharmacology (medical), Food Science, Emergency Medicine, Medicine (all), Molecular Biology, Endocrinology, Cardiology and Cardiovascular Medicine, Endocrinology, Diabetes and Metabolism, Internal Medicine, Infectious Diseases, Nutrition and Dietetics, Endocrine and Autonomic Systems",2013-2023,Universidad del Cauca,104717539,Department of Internal Medicine
Jorge A. Herrera,Herrera J.,57224509960,9-s2.0-57224509960,,1,17/06/2021,0,0,0,3,new,Surgery,2021-2021,Universidad del Cauca,60051434,
Héctor Andrés Guástar-Morillo,Guástar-Morillo H.,57911475700,9-s2.0-57911475700,,1,06/12/2022,0,0,0,2,new,"Artificial Intelligence, Human-Computer Interaction, Computer Science Applications, Computer Science (miscellaneous)",2022-2022,Universidad del Cauca,60051434,
Marlen Sofía Muñoz,Muñoz M.,57219309054,9-s2.0-57219309054,,1,13/10/2020,0,0,0,4,update,"Theoretical Computer Science, Computer Science (all)",2020-2020,Universidad del Cauca,104717527,Department of Physics
Erwin Meza,Meza E.,57192641862,9-s2.0-57192641862,,1,02/01/2017,1,1,1,3,update,"Computer Science Applications, Human-Computer Interaction, Education",2016-2016,Universidad del Cauca,104717572,Departamento de Sistemas
Robinson Stivel Lizcano Jiménez,Lizcano Jiménez R.,57202754071,9-s2.0-57202754071,,1,06/07/2018,4,4,1,37,update,"Ecology, Evolution, Behavior and Systematics",2018-2018,Universidad del Cauca,104717530,Department of Biology
Elsy Lorena Rosero-Ceballos,Rosero-Ceballos E.,58105101600,9-s2.0-58105101600,,1,22/02/2023,0,0,0,2,new,"Business, Management and Accounting (miscellaneous), Economics and Econometrics",2023-2023,Universidad del Cauca,60051434,
Robinson Cruz,Cruz R.,57194237418,9-s2.0-57194237418,,1,30/05/2017,0,0,0,4,update,"Health Information Management, Biomedical Engineering, Health Informatics",2017-2017,Universidad del Cauca,105501700,Telematics Engineering Research Group
Jaime Caicedo-Guerrero,Caicedo-Guerrero J.,56606291300,9-s2.0-56606291300,,2,04/05/2015,10,10,2,5,update,"Biochemistry, Genetics and Molecular Biology (all), Medicine (all), Theoretical Computer Science, Computer Science (all), Environmental Science (all)",2015-2015,Universidad del Cauca,104717552,Departamento de Telemática
Valentina Patiño-Pérez,Patiño-Pérez V.,57323903000,9-s2.0-57323903000,,1,11/11/2021,0,0,0,4,new,Medicine (all),2021-2021,Universidad del Cauca,60051434,
María Fernanda González Valencia,González Valencia M.,57222958991,9-s2.0-57222958991,,1,22/04/2021,0,0,0,4,new,"Agronomy and Crop Science, Soil Science",2020-2020,"Ganadería ""Ernesto González Caicedo""",126051165,
Vanessa Agredo-Delgado,Agredo-Delgado V.,57195069921,9-s2.0-57195069921,,26,26/07/2017,30,34,4,96,update,"Public Health, Environmental and Occupational Health, Human-Computer Interaction, Decision Sciences (all), Modeling and Simulation, Computer Networks and Communications, Applied Mathematics, Control and Systems Engineering, Pollution, Computational Mathematics, Computer Science Applications, Mathematics (all), Computer Science (all), Communication, Theoretical Computer Science, Health, Toxicology and Mutagenesis, Education",2016-2023,Universidad del Cauca,60051434,
Giovanna Maritza Cortés Bolaños,Cortés Bolaños G.,57226747262,9-s2.0-57226747262,,1,19/08/2021,0,0,0,10,new,Rheumatology,2021-2021,Universidad del Cauca,120313626,Programa de Medicina
David Santiago Garcia-Chicangana,Garcia-Chicangana D.,57215592467,9-s2.0-57215592467,,4,17/03/2020,2,2,1,10,update,"Computer Science Applications, Computer Science (all), Media Technology, Modeling and Simulation, Education, Cardiology and Cardiovascular Medicine",2019-2021,Universidad del Cauca,108218057,Facultad de Ingeniería Electrónica y Telecomunicaciones
Cristian D. Miranda M.,Miranda M. C.,57199500802,9-s2.0-57199500802,0000-0002-5191-6524,7,20/12/2017,104,108,5,28,update,"Chemical Engineering (all), Catalysis, Environmental Science (all), Process Chemistry and Technology, Physical and Theoretical Chemistry, Chemistry (all)",2015-2022,Universidad del Cauca,60051434,
Luz Helena Bolívar,Bolívar L.,15020176400,9-s2.0-15020176400,,1,26/10/2006,0,0,0,6,update,Physics and Astronomy (all),2006-2006,Universidad del Cauca,60051434,
Anderson Hair Piamba,Piamba A.,57212479212,9-s2.0-57212479212,,2,27/12/2019,1,1,1,7,update,"Public Health, Environmental and Occupational Health",2019-2020,Secretaría Departamental de Salud del Cauca,127128201,
Alejandro Cajiao,Cajiao A.,56244768600,9-s2.0-56244768600,,2,16/07/2014,6,6,2,7,update,"Health Informatics, Bioengineering, Applied Microbiology and Biotechnology, Biotechnology, Health Information Management, Biomedical Engineering",2014-2015,Universidad del Cauca,114497680,Radio and Wireless Group
Luis Guillermo Jaramillo Echeverri,Echeverri L.,58135753100,9-s2.0-58135753100,,1,18/03/2023,0,0,0,1,new,"Cultural Studies, Psychology (miscellaneous), Anthropology, Education, Social Sciences (miscellaneous), Philosophy",2022-2022,Universidad del Cauca,60051434,
Miguel Alexis Solano-Jiménez,Solano-Jiménez M.,57224981665,9-s2.0-57224981665,,1,02/07/2021,0,0,0,3,new,Engineering (all),2020-2020,Universidad del Cauca,60051434,
Molano Tobar Nancy Janneth,Janneth M.,57223365664,9-s2.0-57223365664,,1,19/05/2021,0,0,0,4,new,"Ceramics and Composites, Condensed Matter Physics",2021-2021,Universidad del Cauca,110043908,Exactas y de la Educación
Juan Aguirre García,García J.,55479296200,9-s2.0-55479296200,,1,22/11/2012,0,0,0,1,update,Philosophy,2010-2010,Universidad del Cauca,60051434,
Willian Andrés Mauna-Rivera,Mauna-Rivera W.,57214228268,9-s2.0-57214228268,,1,01/02/2020,1,1,1,2,new,"Social Sciences (all), Developmental and Educational Psychology",2020-2020,Universidad del Cauca,60051434,
Manuel Francisco Silva Joaqui,Joaqui M.,57852401300,9-s2.0-57852401300,,1,29/08/2022,0,0,0,3,new,Computer Science (all),2022-2022,Institución Universitaria Colegio Mayor del Cauca,128484659,Edificio Bicentenario
María Alejandra Zúñiga,Zúñiga M.,57214898713,9-s2.0-57214898713,,2,20/02/2020,1,1,1,2,update,Computer Science (all),2020-2021,Institución Universitaria Colegio Mayor del Cauca,126174880,Faculty of Engineering
Carolina Gonzalez,Gonzalez C.,57674939700,9-s2.0-57674939700,,1,16/05/2022,0,0,0,4,new,"Public Health, Environmental and Occupational Health, Computer Science Applications, Health (social science), Rehabilitation",2022-2022,Universidad del Cauca,118358355,Grupo de investigación en Inteligencia Computacional
