idcvlac,areas
0000401676,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000084546,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica
0000084546,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0001679305,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001679305,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control"
0000035637,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000722960,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000722960,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control"
0001543923,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático"
0001543923,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial
0000390003,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000390003,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción
0000348155,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000348155,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático"
0001396650,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000718890,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000868183,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático"
0000868183,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica
0000868183,Ciencias Médicas y de la Salud;Biotecnología en Salud;Biotecnología Relacionada con la Salud
0000868183,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000350567,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000390020,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000012386,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000014001,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000014001,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001062212,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica
0001062212,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001062212,Ciencias Naturales;Ciencias Biológicas;Genética y Herencia
0001062301,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000017997,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001494395,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000264644,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000232122,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000232122,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000232122,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000232122,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000232122,Ciencias Sociales;Periodismo y Comunicaciones;Ciencias de la Información (Aspectos Sociales)
0000892980,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000892980,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000892980,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001625557,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001434876,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001917973,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001816427,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001675115,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001675115,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática
0001675115,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica
0001249398,Ciencias Naturales;Matemática;Matemáticas Puras
0001249398,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0001249398,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0001374418,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001816402,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000693731,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000693731,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000693731,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000140864,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000062804,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000062804,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores"
0000014010,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000014010,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001425138,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001425138,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001425138,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000394718,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica
0000394718,"Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)"
0000394718,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000394718,Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos)
0000394718,Ingeniería y Tecnología;Ingeniería Mecánica;Termodinámica
0000394718,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción
0000394718,Ingeniería y Tecnología;Ingeniería Mecánica;Mecánica Aplicada
0000394718,Ingeniería y Tecnología;Ingeniería de los Materiales;Recubrimientos y Películas
0001374400,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Aeroespacial
0001405269,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000071305,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000071305,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000035052,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000035052,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000035052,Humanidades;Idiomas y Literatura;Lingüística
0000277517,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001723020,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000013102,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001475033,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000264636,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000264636,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000122427,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000939013,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000232610,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000232610,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática
0000232610,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000249130,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000249130,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000249130,Ciencias Sociales;Economía y Negocios;Negocios y Management
0000125759,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001205153,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000100242,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001420545,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001420545,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000012378,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001434775,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001551639,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001551639,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones"
0000674435,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000674435,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática
0000687995,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000117505,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000117505,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000117505,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000352241,Ciencias Naturales;Matemática;Matemáticas Puras
0000283860,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000249122,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000232211,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000232211,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática
0000232211,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000875880,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000102347,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000246360,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000246360,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000246360,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000390828,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000390828,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas
0000390828,Humanidades;Otras Humanidades;Otras Humanidades
0000390828,Ciencias Naturales;Ciencias Biológicas;Ecología
0000679585,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000679585,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000252417,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000122419,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000122419,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000375993,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000921220,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001493011,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001493011,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000198137,Ciencias Agrícolas;Ciencias Animales y Lechería;Ciencias Animales y Lechería
0000198137,Ciencias Sociales;Economía y Negocios;Economía
0000198137,Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural
0000198137,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas
0000198137,Ingeniería y Tecnología;Ingeniería Química;Ingeniería de Procesos
0000198137,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción
0000198137,Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos)
0001442315,Ciencias Sociales;Sociología;Antropología
0001442315,Ciencias Naturales;Ciencias Biológicas;Ecología
0001442315,Humanidades;Historia y Arqueología;Arqueología
0001442315,Humanidades;Arte;Música y musicología
0000038895,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura"
