idcvlac,nombre,activa
0000001497,Etnohistoria de la alimentacion regional,Si
0000001497,Etnografía de la cocina,Si
0000126106,"Educación, modelos pedagógicos y aplicación de TIC en la enseñanza",Si
0000126106,"Problemas en ciencia contables control, desempeño y contabilidad ecológica",Si
0001452560,Contabilidad y sociedad,Si
0000114191,INTELIGENCIA ARTIFICIAL,Si
0000114191,Arquitectura de Software,Si
0000114191,Recuperacion de la Información,Si
0000114191,Sistemas Inteligentes,Si
0000114191,Optimización,Si
0001640422,Procesos formativos soportados en servicios de Internet,Si
0001616301,CUIDADO Y PRÁCTICA DE ENFERMERIA CLÍNICO AMBULATORIO,Si
0001536563,Cuidado y práctica de enfermería Clínico-Ambulatoria,Si
0001536563,Enfermería clínica,Si
0001536563,Cuidado y práctica de enfermería familiar y comunitaria,Si
0001536563,cuidado crítico de enfermería,Si
0001619543,FORMACION DE ENFERMERIA PARA EL CUIDADO DE LA SALUD,Si
0001701106,1. Formación en el cuidado de Enfermería,Si
0001701106,2. Cuidado y práctica de enfermería Clínica,Si
0001701106,3. Cuidado y práctica de Enfermería familiar y comunitaria,No
0000033794,CUIDADO NEONATAL,Si
0000060916,Cuidado y práctica de Enfermería familiar y comunitaria,Si
0001121634,La enseñanza de enfermería en el cuidado de la salud humana,Si
0000227013,VIOLENCIA INTRAFAMILIAR,Si
0000227013,ATENCION PRIMARIA EN SALUD,Si
0000227013,Cuidado y práctica de la enfermería clínico-ambulatoria,Si
0000227013,Formación en el Cuidado de Enfermería,Si
0000227013,Investigación formativa,Si
0000227013,Cuidado y práctica de Enfermería Familiar y Comunitaria,Si
0000227013,Cuidado de Enfermería en el proceso vital humano,Si
0001147030,Gestión del cuidado,Si
0001147030,Salud pública,Si
0000674460,Cuidado Comunitario,Si
0000674460,Cuidado de la madre y el niño,Si
0000674460,Cuidado de la salud mental,Si
0000674460,EUCACION Y GESTION DEL CUIDADO,Si
0000674460,Cuidado del adulto,Si
0001622262,Calidad de vida,Si
0001622262,cuidado intercultural,Si
0001622262,Salud materna,Si
0001352126,CUIDADO Y PRÁCTICA DE ENFERMERÍA FAMILIAR Y COMUNITARIA,Si
0001352126,Salud intercultural,No
0001352126,FORMACIÓN EN EL CUIDADO DE ENFERMERÍA,Si
0000011355,Adolescencia y juventud,Si
0000011355,Embarazo parto y postparto,Si
0000011355,Mortalidad materna,Si
0000011355,Salud sexual y reporductiva de la pareja,Si
0000011355,Enfermedades de transmisión sexual,Si
0000011355,Mastología,Si
0000652636,Tjeng: Investigación en Enfermería. Linea: Formación en el cuidado de Enfermeria,Si
0001655031,Salud pùblica,Si
0001655031,Epidemiología,Si
0001655031,Aseguramiento en salud,Si
0000912123,"MÚSICA Y CONTEXTOS CULTURALES
INVESTIGACIÓN - CREACIÓN
MÚSICA Y EDUCACIÓN",Si
0000932086,"Creación, Cognición Musical y Producción Sonora",Si
0000932086,"Música, Historia y Contextos Culturales",Si
0000932086,"Pedagogía, Teoría y Tecnología Musical",Si
0001587787,Música y Contextos Culturales,Si
0001587787,"Creación y
Producción Sonora",Si
0000935255,formación en Clarinete,Si
0001476139,INFORMATICA MUSICAL,No
0001476139,PEDAGOGIA Y DIDACTICA MUSICAL,No
0001476139,MUSICAS REGIONALES,Si
0000916803,Historia musical de territorios colombianos,Si
0000916803,Versiones musicales de obras en ritmos colombianos,Si
0000916803,Composición de obras musicales en ritmos colombianos,Si
0000886335,EDUCACIÓN MUSICAL,No
0000886335,MÚSICA Y CONTEXTOS CULTURALES,No
0000886335,CREACIÓN Y PRODUCCIÓN SONORA,No
0000886335,Educación - Motricidad y Desarrollo Humano,Si
0001047698,Musica y pedagogia,Si
0001047698,Musicas Tradicionales,Si
0000879495,Pedagogía,No
0001509041,COGNICIÓN MUSICAL Y PRODUCCIÓN SONORA,Si
0001509041,PEDAGOGÍA TEORÍA Y TECNOLOGÍA MUSICAL,Si
0001509041,MÚSICA HISTORIA Y CONTEXTOS CULTURALES,Si
0000152700,Música y pedagogía/Contextos culturales,Si
0000932710,"Creación, cognición musical y producción sonora",Si
0000912050,COGNICIÓN MUSICAL Y PRODUCCIÓN SONORA,Si
0000912050,"PEDAGOGÍA, TEORÍA Y TECNOLOGÍA MUSICAL",Si
0001517022,Cognición y procesos creativos en la composición de música contemporánea,Si
0000013323,Bioinorganica,Si
0000013323,Solid state sciences,Si
0000013323,Quimica Inorganica,Si
0000013323,Química Ambiental,Si
0000013323,Quimica Fina,Si
0000013323,Oleoquímica,Si
0000013323,Electrocatálisis,Si
0000013315,catalisis,Si
0000399213,Desarrollo de emulsiones para bebidas,No
0000399213,Optimizacion de fabricacion en planta de fertilizantes liquidos,No
0000399213,Desarrollo de mezclas en polvo,No
0000399213,Diseño de productos para el cuidado de autos,No
0000399213,Desarrollo de biosensores nanoplasmonicos y deteccion por SERS,Si
0000399213,Desarrollo de mezclas saborizantes,No
0000399213,Desarrollo de metodologias analiticas,No
0000399213,Diseño de lubricantes para el sector automotriz,No
0000399213,Desarrollo de celdas de memoria y dispositivos neuromorficos,Si
0000399213,Desarrollo de fertilizantes liquidos foliares,No
0001304143,Medio ambiente,Si
0001304143,Quimiometria,Si
0001304143,Calidad de alimentos,Si
0001304143,Metrologia aplicada,Si
0000223220,Sintesis y conformado de materiales cerámicos,No
0000223220,sintesis de polvos cerámicos por metodos no convensionales,No
0000223220,obtención de  productos de alñto valos agregado a partir de aceite de Palma,No
0000223220,sintesis de  catalizadores solidos,No
0000223220,sintesis de materia prima para la obtención de electroceramicos por metodos no convensionales,No
0000223220,"Biotecnologia,  sitemas electronicos Aplicados, desarrollo rural",Si
0001319744,Catalsis y materiales,Si
0001705190,CALIDAD,No
0000095992,CATALISIS,Si
0000002941,Síntesis de Compuestos Heterociclicos por Medio de Reacciones Tandem Mediadas por Complejos de Metales de Transición. (Heteroanulaciones),Si
0000002941,Catálisis,Si
0000002941,Catálisis Homogénea,Si
0000002941,Química Inorgánica,Si
0000002941,Hidrogenación de Olefinas Mediada por Complejos de Rutenio Heterogeneizados en Soportes Sólidos - Catalisis Heterogénea,No
0000002941,Química Organometálica,Si
0000002941,Procesos de refinado de metales preciosos,Si
0000013293,Catalisis,Si
0000013293,Electrooxidacion catalitica,Si
0001603520,"Oxidación de proteínas, Radicales libre y Antioxidantes, Química analítica, Biotecnología, Ciencias de la alimentación",Si
0000013307,Hidratación alquenos,Si
0000013307,Reformado del metano,No
0000013307,sintesis de propanil,No
0000013307,Desarrollo de productos con propiedades antiestáticas,No
0000013307,Esterificación Catalítica,Si
0000013307,Síntesis de lubricantes,No
0000013307,"Modificación de materiales mesoporosos como esmectitas, montmorillonitas, etc",Si
0000013307,Hidrogenación Calítica,No
0000013307,Heterogenización de catalizadores homogéneos,Si
0000013307,Epoxidación catalítica,Si
0000013307,transesterificación,Si
0000013307,Oleoquimica,No
0000013307,Síntesis y producción de herbicidas e insecticidas,No
0000013307,Síntesis de resinas Alquídicas y Fenólicas,No
0000013307,Quimica Ambiental,Si
0000013307,Quimica Fina,Si
0000171706,Catálisis,Si
0000013340,Catálisis,Si
0000013340,Química de alimentos,Si
0000013340,Gastronomía molecular,Si
0000013340,Seguridad alimentaria,No
0001465060,Catálisis,Si
0001465060,Catálisis Heterogénea,Si
0001465060,Química fina,Si
0001465060,Hidrogenación Selectiva,Si
0001465060,Síntesis y Caracterización de Materiales Catalíticos,Si
0001465060,Procesos de Termoconversión de Biomasa,Si
0001465060,Oxidacion Selectiva de Alcoholes,No
0001609690,Sensores y biosensores,Si
0001609690,Catálisis Heterogenea,Si
0001609690,Aprovechamiento de residuos,Si
0001465065,Química Verde,Si
0001465065,Quimica inorganica,Si
0000405701,epoxidacion catalitica de olefinas,No
0000405701,electrooxidación de sustancias organicas persistentes utilizando electrodos platinizados dopados,Si
0000095983,síntesis orgánica,No
0000095983,síntesis de materiales,Si
0000095983,aprovechamiento  Agroindustrial,Si
0000095983,Oleoquímica,Si
0000025819,"Construcción de paz local, Intervención Internacional en construcción de paz",Si
0000025819,Cultivos ilíticos,Si
0000112967,Educación,Si
0000112967,Género,Si
0000112967,Minería de datos,Si
0000112967,Derecho Social,Si
0000112967,Derecho Ambiental,Si
0000112967,Derechos Humanos,Si
0000154214,MEDIO AMBIENTE,Si
0000154214,DERECHO SOCIAL,Si
0000154214,DERECHOS HUMANOS,Si
0000470651,línea criterios políticos,Si
0000470651,Ética filosofía política y jurídica,Si
0000470651,derecho constitucional,Si
0000470651,derecho administrativo,Si
0000101552,ARGUMENTACION Y HERMENEUTICA JURIDIC,Si
0000101552,DERECHOS HUMANOS,Si
0001652245,Derecho social,Si
0001287974,Acceso a la justicia: desafíos en un contexto globalizado,No
0001287974,"Cultura, violencia y derecho",No
0000110851,"social, forense",No
0001765148,Construcción de paz e internacionalización de Derecho Social,Si
0001138316,Sistema Electoral y Sistema de Partidos,Si
0001138316,Conflicto y Elecciones,Si
0001138316,Salud Pública,Si
0001138316,Sociologia de la violencia y del conflicto,Si
0001565788,Derecho Constitucional,Si
0001565788,Derecho Médico,Si
0001565788,Bioderecho,Si
0000381578,Procesamiento de Imágenes,Si
0000381578,Metrología Optica (Grupo de Optica y Láser),Si
0000352691,Análisis Ambiental mediante Percepción Remota,Si
0000352691,Metrología Óptica,Si
0000352691,Procesamiento Óptico-Digital de Imágenes,Si
0000352691,Visión Computacional,Si
0000352691,Análisis de sistemas complejos,Si
0000112500,Espectroscopia UV-VIS-IR,Si
0000112500,Óptcia Atmosférica y Sensado Remoto LIDAR,Si
0000112500,Láseres y Aplicaciones,Si
0000112500,Óptica,No
0000112500,Espectroscopia,No
0000112500,Láser,No
0000865621,"Visión Artificial, Procesamiento de Imágenes y Reconocimiento de Patrones",Si
0000865621,Robótica,Si
0001388035,Infrasonido Volcánico,Si
0001388035,Actividad Superficial,Si
0001388035,Sismología,Si
0001388035,Campos electromagnéticos,Si
0001388035,Desarrollo Software,Si
0000991422,Visión artificial,Si
0000991422,Desarrollo de software,Si
0000991422,Óptica,Si
0000991422,Desarrollo Hardware,Si
0000991422,Bioseñales,Si
0000991422,Científico de Datos,Si
0001176676,Procesamiento Digital de Imágenes,No
0000000431,Procesamiento Digital de Imágenes y Video,Si
0000000431,Inteligencia y Visión Artificial,Si
0000000431,Percepción Remota,Si
0000000555,Automatización y control,Si
0000000555,Bioingeniería,Si
0000000555,Procesos Productivos,Si
0000000555,Visión Artificial,No
0001824776,Percepción remota - Procesamiento de imágenes satelitales,Si
0001824776,Inteligencia Artificial,Si
0000172634,Óptica,No
0000172634,Biofísica,No
0000172634,Didactica,Si
0000172634,Óptica Atmosférica,Si
0000172634,Biofísica,Si
0000000680,Interacciones entre iones y moléculas,No
0000000680,Física del Plasma,No
0000000680,Optica electrónica,No
0000000680,Colisiones atómicas,No
0000000680,Colisiones Ion-Molécula a baja energía,No
0000000680,Física Atómica y Molecular,No
0000000680,Física de Superficies,No
0000000680,Implantación Ionica en materiales semiconductores,No
0000000680,Interacción Radiación-Superficies,No
0000000680,Superconductividad,No
0000000680,Caracterización de Plasmas,No
0000000680,"NANO-FOTÓNICA: Estudio de la interacción entre Fotones, Moléculas y Superficies",Si
0000000680,BIOFOTONICA: Aplicaciones Bio-médicas de la radiación Coherente,Si
0000000680,OPTICA ATMOSFÉRICA: Espectroscopia atmosférica aplicada a problemas de contaminación global y local,Si
0000000680,OPTICA Y ELECTRÓNICA CUÁNTICA: Optica de Luz Coherente,Si
0000000680,FOTÓNICA: Óptica en Medios No Lineales y No Homogéneos,Si
0000000680,Colisiones atómicas y moleculares,No
0000000680,Interacción radiación láser- moléculas,No
0000012556,biomédica,Si
0000012556,Telecomunicaciones Opticas,Si
0000012556,Óptica,Si
0000012556,Espectroscopia,Si
0000012556,Optica y tratamiento de la señal,Si
0000012556,Metrologia,Si
0001713727,Percepción remota - Procesamiento de imágenes,Si
0000131250,Programación,Si
0000131250,Óptica y Laser,Si
0000131250,Diseño Y simulacion AutoCAD- Solidworks,Si
0000131250,Ciencias Básicas - Física,Si
0001431796,Metrología Óptica,Si
0001431796,Procesamiento Optico y Digital de Imágenes,No
0001431796,Oceanografía Operacional,Si
0001431796,Manejo integrado de Zona Costera,Si
0000016687,Instrumentación Biomédica,Si
0000016687,Uso de Fuentes Alternativas de Energía,Si
0000016687,Metrología y Calibración,Si
0000000402,"Procesamiento digital de imagenes, Machine Learning",Si
0000000402,Algoritmos de registro de imágenes en radioterapia,Si
0000000651,Percepción Remota - Procesamiento de imágenes satelitáles,Si
0000000651,Ciencia de la Computación - Procesamiento Digital de Imágenes,Si
0000000651,Modelamiento físico-matemático,Si
0000000651,Áreas Clásicas de Fenomenología y sus Aplicaciones -- Óptica,Si
0000000651,Metrología óptica,No
0000115964,Modelación hidrodinámica,Si
0000115964,Modelación numérica,Si
0000115964,Delimitación de línea de más alta marea,Si
0000115964,Percepción remota - Procesamiento de imágenes satelitáles,Si
0000115964,Ciencia de la computación - Procesamiento digital de imágenes,Si
0000012904,Sistemas de Conmutación,Si
0000012904,Ingeniería de Sistemas Telemáticos,Si
0000012904,InnovaciónTecnológica,Si
0000012904,Sistemas de Información de Investigaciones,No
0000012904,Sistemas Regionales de C&T,No
0000012904,Sistemas Regionales de Innovación,Si
0000309869,"Desarrollo de tecnologías de gestión para la creación, gestión y fortalecimiento de Sistemas Colectivos de Agregacion de Valor",Si
0000207632,Prospectiva territorial,Si
0000207632,Prospectiva teritorial,No
0001424070,Indicadores de Ciencia Tecnologia e Innovación,Si
0001424070,Modelos de negocios,Si
0001424070,Sistemas de innovación,Si
0001201026,Gestión de la tecnología y la Innovación,Si
0001201026,Gestión del Conocimiento,Si
0000205087,articulación institucional,Si
0000205087,Innovación Abierta,Si
0000205087,asociatividad empresarial rural,Si
0000205087,fortalecimiento empresarial rural,Si
0001386121,Innovación social,Si
0001386121,Transferencia de tecnología,Si
0001386121,Indicadores de CTI,No
0001386121,Gestion de la Innovacion,Si
0000215724,Biomatemática,Si
0000215724,Educación Matemática,Si
0001404505,Mejora de Procesos de software,Si
0001404505,Ingeniería de la Colaboración,Si
0001743702,Interacción Humano-Computador,Si
0001363310,Interaccion Humano Computador,Si
0001363310,Trabajo Cooperativo Asistido por Computador (CSCW),Si
0001363310,Ingeniería de la Usabilidad,Si
0001363310,Informática Gráfica,No
0001363310,Sistemas Multimedia,Si
0000542172,Modelado y simulación 3D,Si
0000542172,Juegos serios,Si
0000542172,Redes de Sensores Inalámbricas y Radio Cognitivo,Si
0000542172,Aprendizaje y Trabajo Colaborativo,Si
0000542172,Telemedicina,No
0000542172,Redes de comunicaciones móviles,Si
0000542172,Servicios Avanzados de Telecomunicaciones,Si
0000542172,Gestión de Redes y Servicios de Telecomunicaciones,Si
0000542172,Inteligencia artificial,Si
0000542172,Electrónica digital,Si
0000126986,Calidad de software,Si
0000126986,Mejora de Proceso de Desarrollo de Software,Si
0000126986,Interoperabilidad empresarial,Si
0000699993,Bioingenieria,Si
0001577301,Innovación Social,Si
0001577301,Diseño de interacción,Si
0001358964,IA,Si
0001358964,UX,Si
0001358964,Computacion Movil,Si
0001358964,Tecnologias Educativas,Si
0001016750,Gamification,Si
0001016750,Computer Supported Collaborative Learning,Si
0001016750,Massive Open Online Courses,Si
0000017929,Aprendizaje en informatica en niños,Si
0000017929,Gamificación,Si
0000017929,Aprendizaje colaborativo,Si
0000017929,Ingenieria de Software,Si
0001035711,HCI - Interacción Humano Computador,Si
0001743773,Interacción Humano Computador,Si
0001743773,Ingeniería de la Colaboración,Si
